10000, 15, 1250
20,3775,653,957,74,75,6,13,0
24,3872,650,910,68,89,2,17,0
30,3916,654,882,81,95,3,9,0
25,3852,651,901,68,98,2,17,0
26,3931,622,899,61,101,4,15,0
29,3870,634,915,81,95,2,8,0
30,3860,658,902,72,90,3,16,0
34,3920,649,880,66,100,5,14,0
21,3971,651,879,71,88,3,14,0
29,3950,597,884,70,110,9,10,0
25,3860,617,951,68,81,7,12,0
24,3806,635,944,70,91,5,11,0
18,3945,647,929,62,74,6,10,0
17,3824,670,914,57,99,5,13,0
28,3811,680,914,67,83,7,16,0
20,3963,676,878,77,84,4,7,0
20,3918,634,851,88,104,8,13,0
26,3890,643,900,72,98,2,12,0
24,3852,633,949,72,77,7,10,0
41,3985,605,880,75,95,7,14,0
24,3897,655,867,69,107,9,11,0
32,3892,593,913,65,94,7,23,0
33,3808,643,909,78,99,4,14,0
19,3988,620,888,72,95,3,11,0
22,3815,616,956,67,88,6,13,0
24,3970,614,895,73,84,6,17,0
29,4000,667,866,59,100,2,10,0
34,3966,666,880,57,98,4,10,0
28,3895,647,921,72,81,7,9,0
30,3895,626,861,67,119,4,19,0
22,3923,633,891,69,102,3,12,0
27,3859,634,902,76,87,11,16,0
20,3818,674,875,79,104,3,15,0
25,3903,644,891,75,88,8,14,0
35,3907,632,879,72,109,3,13,0
24,3923,639,915,64,87,6,11,0
32,3908,652,910,67,84,6,12,0
24,3858,608,929,76,90,5,15,0
26,3795,661,930,64,93,4,14,0
26,3858,598,960,69,79,2,19,0
18,3946,635,920,66,81,7,9,0
26,3904,639,903,66,90,9,13,0
23,3972,631,885,75,92,4,11,0
28,3805,633,932,67,96,5,15,0
24,4010,613,891,72,78,5,19,0
29,3828,595,933,68,105,4,16,0
35,3945,598,925,62,83,4,21,0
27,3918,636,932,66,84,4,8,0
26,3890,631,907,73,87,4,18,0
34,3909,633,921,65,86,4,14,0
34,3871,668,888,64,103,11,6,0
23,3790,639,954,63,89,3,15,0
20,3978,636,887,79,85,7,8,0
21,3855,682,911,72,86,4,8,0
30,3931,605,904,84,90,1,15,0
23,3873,639,915,75,86,2,16,0
26,3910,624,906,81,85,8,11,0
20,3813,650,934,72,87,7,10,0
20,3911,635,910,66,92,4,13,0
17,3809,594,946,88,85,2,18,0
24,3819,630,893,80,109,6,13,0
16,3855,656,915,79,83,5,11,0
22,3858,641,907,70,91,7,16,0
21,3916,637,879,73,104,8,9,0
20,3941,659,883,58,102,5,10,0
24,3913,601,917,71,92,7,14,0
34,3978,624,879,63,97,4,18,0
30,3887,636,889,74,101,10,9,0
26,3801,661,942,68,78,8,13,0
24,4033,655,887,69,68,3,16,0
28,3904,651,911,75,81,6,10,0
32,3900,578,915,75,97,11,14,0
28,3759,617,943,78,95,6,15,0
32,3867,678,898,74,92,0,11,0
33,3831,636,936,73,89,3,12,0
27,3985,632,870,57,95,8,20,0
19,3870,638,930,59,85,8,15,0
28,3899,665,921,56,91,5,7,0
36,3893,655,870,81,106,1,11,0
25,3826,626,923,73,95,11,10,0
23,3957,630,884,71,101,6,8,0
19,3794,595,933,77,107,9,10,0
16,3797,684,897,70,104,4,10,0
30,3865,608,926,61,105,4,14,0
31,3891,640,902,67,97,6,12,0
17,3935,663,880,57,103,6,10,0
26,3953,651,883,74,93,6,7,0
24,3926,655,928,63,76,7,8,0
19,3829,641,912,76,97,5,12,0
25,3933,581,898,80,96,7,17,0
28,3799,622,935,78,92,3,16,0
27,3861,688,881,71,89,6,15,0
24,3906,635,900,78,90,7,10,0
36,3782,640,955,61,86,5,17,0
40,3818,629,887,49,121,5,26,0
23,3913,650,924,66,75,7,12,0
26,3848,622,929,82,90,5,9,0
24,3890,597,908,72,109,3,13,0
20,3781,641,947,87,86,2,8,0
25,3883,649,908,64,99,4,10,0
24,3825,606,912,83,99,4,18,0
23,3866,601,940,76,94,3,10,0
18,3912,605,884,87,107,5,9,0
24,3883,614,936,63,86,5,17,0
20,3885,651,892,79,87,4,16,0
20,3908,608,916,72,96,2,14,0
20,3872,626,934,65,89,7,11,0
32,3905,676,878,71,95,5,10,0
26,3898,609,929,88,80,3,11,0
28,3927,657,884,73,84,2,19,0
21,3879,635,921,77,85,7,9,0
33,3814,651,880,79,114,4,12,0
20,3768,668,938,69,87,5,13,0
25,3834,658,913,69,89,7,14,0
33,3912,614,917,71,89,3,16,0
22,3942,623,903,73,91,6,10,0
31,3935,617,919,65,82,7,16,0
28,3881,639,896,80,98,5,9,0
23,3944,666,881,68,89,5,12,0
26,3839,572,944,86,95,3,14,0
29,3885,596,913,74,96,3,20,0
21,3866,670,906,71,87,5,11,0
28,3927,653,927,62,76,4,12,0
25,3900,598,909,62,102,6,19,0
29,3852,589,941,79,98,7,7,0
30,3809,648,939,63,89,2,17,0
25,3904,600,931,67,92,8,11,0
23,3781,628,942,71,99,4,12,0
24,3860,626,917,73,99,5,10,0
25,3893,640,910,77,89,4,10,0
29,3864,642,908,83,81,6,15,0
29,3816,632,926,85,82,5,16,0
32,3905,642,921,59,94,6,8,0
17,3830,598,948,76,92,3,14,0
22,3929,657,892,66,96,4,9,0
27,3808,640,922,84,93,3,11,0
19,3870,672,913,79,76,4,11,0
29,3931,689,877,56,96,6,10,0
31,3935,657,870,63,100,1,19,0
31,3882,627,900,59,109,7,13,0
28,3959,600,903,77,91,7,11,0
23,3982,636,895,65,80,3,19,0
23,3871,622,916,75,92,6,13,0
25,3905,695,887,74,90,1,6,0
21,3919,640,915,55,91,9,11,0
29,3845,621,941,84,82,4,10,0
21,3869,620,925,62,98,5,14,0
18,3836,619,950,67,88,1,16,0
28,3910,624,912,61,96,8,12,0
26,3927,642,920,68,88,3,7,0
22,3887,647,891,77,85,5,19,0
37,3836,647,886,86,102,4,12,0
25,3946,665,895,66,80,8,11,0
22,3879,640,940,63,82,3,13,0
32,3883,657,905,78,81,5,13,0
21,3829,680,916,72,86,3,11,0
35,3783,591,916,58,126,7,19,0
28,3880,664,910,61,88,5,14,0
17,3876,643,884,60,108,12,12,0
30,3793,663,918,83,86,4,13,0
22,3940,676,874,68,88,2,16,0
25,3939,594,932,78,80,4,13,0
23,3874,634,926,73,85,6,11,0
22,3943,615,931,73,75,2,15,0
24,3920,657,891,63,88,10,13,0
22,3799,593,933,91,85,5,21,0
21,3918,592,924,71,94,4,14,0
25,3864,663,890,71,96,7,12,0
32,3869,638,894,83,89,8,14,0
24,3899,624,906,76,89,11,10,0
26,3884,609,911,77,94,3,17,0
30,3842,608,936,75,97,6,9,0
26,3906,609,928,72,90,8,8,0
26,3946,609,882,70,105,5,15,0
28,3826,616,939,74,90,4,15,0
29,3971,694,854,67,90,8,9,0
33,3832,604,902,78,107,4,19,0
29,3878,632,912,66,87,9,17,0
18,3976,674,866,65,91,6,11,0
22,3834,641,963,79,75,2,6,0
30,3939,632,898,64,94,6,13,0
24,3927,654,904,68,88,7,7,0
28,3833,623,927,68,98,5,14,0
18,3940,647,895,63,92,7,11,0
21,3851,638,903,81,90,7,14,0
23,3988,634,882,64,95,9,9,0
23,3861,646,920,77,82,7,11,0
28,3934,660,902,64,87,6,9,0
28,3917,636,894,70,96,7,11,0
20,3908,669,879,69,103,1,10,0
25,3846,656,935,77,76,6,9,0
26,3927,639,906,72,78,5,17,0
25,3957,637,875,72,89,7,17,0
27,3947,603,925,73,87,3,11,0
19,3855,645,901,73,97,8,11,0
20,3922,650,879,72,93,2,18,0
24,3914,693,881,76,89,5,4,0
18,3857,643,921,65,86,7,16,0
19,3959,641,889,72,98,6,4,0
29,3881,624,916,68,96,5,13,0
21,3850,641,923,68,99,2,10,0
21,3910,622,914,79,86,4,12,0
27,3898,648,915,61,86,10,11,0
28,3895,619,929,76,72,9,16,0
21,3850,656,915,61,99,8,8,0
25,3834,634,942,71,89,5,9,0
26,3888,639,876,84,92,8,16,0
28,3781,625,946,70,87,9,16,0
20,4001,649,896,73,67,11,10,0
17,3863,662,921,70,81,4,13,0
26,3868,641,885,84,93,3,18,0
31,3904,649,889,71,95,4,14,0
27,3824,669,901,73,95,1,16,0
32,3904,646,899,61,89,7,18,0
36,3852,650,902,73,101,3,11,0
27,3942,608,920,59,92,11,10,0
25,3874,631,911,70,97,3,14,0
28,3908,609,892,75,101,4,17,0
22,3915,633,910,56,92,6,17,0
23,3905,645,899,80,84,8,10,0
22,3921,618,922,72,96,4,5,0
24,3841,669,879,73,98,9,14,0
20,3839,641,938,69,86,3,13,0
24,3878,647,916,65,83,6,17,0
32,3951,656,917,64,76,5,10,0
22,3861,623,938,76,88,6,7,0
27,3845,690,878,61,115,5,6,0
34,3863,687,928,65,84,0,7,0
25,3816,600,942,81,93,7,11,0
15,3805,642,944,61,90,5,15,0
33,3892,630,896,68,96,10,14,0
12,3850,642,909,69,92,8,15,0
23,3956,623,873,84,90,4,17,0
20,3923,631,902,78,93,2,10,0
27,3878,644,897,74,99,3,12,0
15,3945,652,891,76,90,3,8,0
25,3905,667,879,75,84,7,16,0
25,3774,638,950,67,83,8,17,0
24,3947,614,890,85,96,6,7,0
19,3929,633,909,68,87,5,13,0
21,3863,640,926,75,88,2,11,0
15,3924,650,900,67,83,4,17,0
25,3908,621,948,71,64,9,14,0
22,3832,644,899,71,96,6,19,0
20,3844,657,962,60,81,2,7,0
24,3906,622,881,80,100,3,17,0
11,3906,604,928,71,90,8,10,0
22,3889,698,882,69,84,3,15,0
15,3769,655,927,70,101,7,9,0
21,3832,659,913,61,98,6,13,0
26,3899,652,922,73,79,4,10,0
23,3812,651,913,72,99,5,12,0
24,3883,643,903,70,94,4,14,0
22,3994,622,900,66,84,5,14,0
25,3903,661,908,65,92,3,9,0
16,3913,602,921,77,87,6,13,0
24,3891,680,886,72,91,7,8,0
26,3843,623,896,75,105,6,16,0
27,3893,629,931,57,81,9,17,0
25,3796,656,934,66,99,3,9,0
25,3829,650,929,66,94,5,10,0
19,3878,607,943,65,97,7,6,0
33,3785,681,902,77,97,8,8,0
23,3840,658,928,63,89,6,11,0
22,3883,660,913,77,76,6,12,0
33,3867,608,904,66,110,6,15,0
23,3866,615,950,70,84,8,8,0
23,3758,630,914,80,117,6,7,0
23,3896,600,934,72,90,5,12,0
27,3979,610,870,86,93,8,12,0
23,3857,627,928,69,93,5,12,0
18,3959,611,923,73,79,6,11,0
28,3928,616,922,69,92,3,10,0
18,3847,639,947,75,85,4,5,0
23,3889,604,907,87,95,3,13,0
23,3919,594,904,96,91,6,8,0
26,3843,623,935,59,109,2,9,0
19,3971,653,915,62,66,4,18,0
27,3845,660,903,80,92,2,12,0
23,3892,655,910,66,86,2,16,0
21,3865,635,924,72,92,3,11,0
22,3853,659,890,80,95,5,12,0
25,3826,655,880,72,101,8,19,0
21,3803,655,934,66,91,3,14,0
27,3909,629,895,70,94,6,16,0
33,3859,635,925,77,86,4,12,0
22,3911,656,898,61,84,6,19,0
27,3809,657,908,71,102,3,13,0
31,3872,674,909,63,84,9,11,0
25,3944,625,888,84,88,3,14,0
14,3906,649,914,68,82,4,14,0
23,3919,634,902,71,88,7,13,0
24,3887,685,890,68,94,3,9,0
29,3854,645,915,75,92,4,11,0
30,3966,600,887,64,105,5,16,0
26,3926,614,934,66,84,2,14,0
19,3843,671,915,57,95,2,15,0
19,3863,682,922,75,72,8,7,0
27,3896,611,936,69,87,6,11,0
17,3949,634,917,72,74,9,10,0
19,3915,625,901,75,99,4,9,0
21,3815,631,926,79,86,5,17,0
22,3868,597,946,61,97,5,13,0
28,3843,613,934,70,88,9,15,0
27,3867,625,901,74,96,7,16,0
22,3890,682,883,72,94,2,11,0
23,3947,643,900,70,78,7,15,0
26,3896,652,884,56,114,8,8,0
30,3874,632,925,76,86,2,13,0
18,4109,598,871,72,97,4,5,0
26,3918,618,893,77,99,5,12,0
23,3940,614,896,64,98,6,16,0
26,3889,650,886,76,89,7,16,0
27,3885,596,906,82,92,8,17,0
24,3832,605,955,74,92,4,9,0
32,3819,630,926,65,104,6,11,0
28,3895,596,877,80,107,5,21,0
21,3815,569,931,66,114,5,20,0
22,3872,645,894,86,88,4,14,0
11,3921,642,889,74,99,4,9,0
32,3905,643,923,73,82,3,10,0
26,3883,631,921,71,84,2,18,0
31,3737,641,927,68,108,9,12,0
20,3827,644,924,74,96,4,9,0
22,3780,667,909,72,91,9,16,0
21,3961,617,916,66,86,6,11,0
26,3838,685,893,66,93,6,14,0
26,3797,600,979,71,86,3,12,0
28,3858,654,899,73,97,2,14,0
22,3867,645,920,65,91,8,10,0
23,3821,639,939,71,96,0,10,0
20,3843,629,901,79,101,8,11,0
27,3756,642,961,67,89,5,12,0
22,3818,630,927,75,94,5,13,0
24,3887,646,889,64,108,4,12,0
33,3896,649,870,68,106,3,18,0
35,3922,638,912,78,76,2,16,0
26,3979,578,895,64,111,7,11,0
28,3854,614,926,62,103,6,13,0
35,3854,637,901,76,100,4,13,0
31,3918,637,874,61,114,4,14,0
23,3881,684,868,67,103,5,12,0
23,3905,667,906,73,83,5,8,0
28,3831,601,945,57,97,6,19,0
30,3854,603,933,70,92,10,13,0
32,3841,626,936,70,91,5,12,0
28,3891,626,912,73,90,4,15,0
25,3886,638,894,79,86,8,16,0
19,3787,669,908,69,98,5,15,0
21,3959,672,872,88,77,4,10,0
25,3913,633,915,62,88,9,12,0
25,3964,651,903,71,77,6,10,0
28,3934,681,897,64,81,3,12,0
33,3917,624,911,68,95,7,9,0
25,3987,618,917,64,79,1,17,0
21,3913,648,907,66,83,6,15,0
28,3912,655,905,81,78,6,9,0
17,3921,661,913,84,69,4,9,0
17,3836,621,975,61,86,4,7,0
23,3821,669,913,54,98,8,14,0
23,3861,615,921,86,83,3,17,0
23,3871,641,935,66,87,5,9,0
12,3896,639,903,69,96,8,9,0
24,3871,638,936,68,77,9,12,0
23,3832,655,897,73,100,8,11,0
34,3855,659,911,70,86,6,14,0
31,3852,603,924,67,109,5,11,0
23,3886,628,908,77,94,6,10,0
24,3920,658,890,63,93,6,13,0
23,3871,682,892,70,85,6,14,0
29,3980,651,871,65,102,6,7,0
24,3865,638,932,67,91,8,6,0
30,3915,639,927,79,73,3,11,0
15,3881,595,944,72,90,3,13,0
20,3979,641,889,76,88,6,6,0
24,3939,638,917,67,82,6,10,0
25,3808,635,945,72,84,4,15,0
20,3838,631,921,74,101,5,8,0
23,3866,624,923,70,95,7,10,0
31,3914,600,903,82,94,4,15,0
23,3955,633,928,72,73,6,8,0
24,3798,615,949,70,100,3,11,0
28,3972,651,894,74,80,7,8,0
27,3924,615,904,68,94,5,16,0
20,3836,645,936,65,95,3,9,0
19,3969,657,892,66,84,5,11,0
25,3919,655,889,80,89,2,11,0
17,3852,622,908,72,100,5,16,0
25,3889,626,924,59,95,7,12,0
28,3985,627,903,77,80,4,10,0
26,3933,685,862,68,95,5,12,0
13,3910,645,917,75,87,6,4,0
27,3830,599,942,74,93,12,9,0
24,3999,609,913,69,89,4,7,0
23,3889,648,916,68,90,3,11,0
33,3919,672,878,78,84,5,13,0
29,3896,633,913,68,92,2,15,0
24,3899,622,932,67,84,10,9,0
27,3927,671,873,69,94,3,14,0
15,3917,655,874,78,102,5,7,0
25,3922,630,907,76,83,5,14,0
24,3883,600,931,68,92,5,16,0
27,3856,652,901,86,74,9,17,0
25,3870,652,868,82,104,9,10,0
23,4017,631,871,66,92,6,14,0
22,3874,649,925,66,88,6,9,0
25,3821,639,914,83,95,3,12,0
20,3942,693,893,60,83,3,10,0
24,3972,642,921,61,80,4,9,0
26,3821,605,935,79,92,9,12,0
18,3885,603,918,80,86,13,11,0
26,3863,612,917,67,96,4,20,0
32,3941,648,884,60,96,6,15,0
26,3862,631,934,77,84,2,12,0
21,3911,679,887,62,93,5,11,0
24,3818,593,933,84,93,8,14,0
24,3818,640,895,74,106,6,15,0
22,3871,623,934,64,87,7,14,0
25,3855,630,896,77,103,2,16,0
24,3873,597,932,57,105,6,14,0
21,3869,596,935,76,88,7,14,0
33,3894,657,866,61,101,8,21,0
27,3918,674,874,71,93,6,11,0
31,3943,634,913,75,74,10,10,0
20,3771,666,927,76,85,10,11,0
24,3913,621,923,75,81,5,13,0
24,3906,627,943,82,73,2,8,0
28,3816,646,901,84,100,2,13,0
27,3938,659,909,77,68,7,11,0
29,3915,652,906,56,94,0,17,0
28,3921,627,875,71,107,9,11,0
17,3839,658,931,77,75,7,11,0
23,3870,656,907,68,90,8,11,0
21,3899,634,920,76,81,5,12,0
31,3788,613,936,89,86,5,16,0
24,3939,639,866,68,107,5,14,0
31,3828,625,941,72,88,5,13,0
26,3824,645,910,77,94,5,14,0
32,3906,597,928,75,93,4,11,0
26,3809,597,937,73,106,5,12,0
22,3903,603,887,81,103,6,15,0
28,3897,645,898,73,98,4,9,0
29,3826,623,939,77,84,7,13,0
23,3887,628,909,75,92,6,12,0
21,3890,657,897,79,78,5,17,0
27,3929,644,907,69,89,7,7,0
29,3861,608,921,91,78,5,18,0
22,3869,627,933,76,82,5,12,0
23,3811,663,901,79,100,4,10,0
26,3807,623,957,64,94,5,10,0
17,3938,635,879,72,102,5,11,0
19,3868,654,916,73,85,3,13,0
32,3853,594,947,71,94,5,12,0
29,3946,663,886,56,89,10,13,0
24,3863,644,909,75,91,9,9,0
27,3853,628,898,70,103,2,20,0
28,3946,662,898,73,84,3,8,0
26,3973,639,892,60,94,6,11,0
17,3887,655,913,78,80,3,12,0
24,4046,596,906,69,85,5,9,0
27,3872,618,901,72,104,2,17,0
18,3833,652,897,87,88,6,14,0
18,3946,653,883,65,95,5,12,0
25,3864,598,920,77,107,4,9,0
22,3849,664,913,67,100,4,6,0
29,3897,637,901,67,104,3,10,0
23,3915,663,901,64,83,5,15,0
23,3913,638,918,64,92,7,7,0
30,3930,647,876,76,94,9,10,0
21,3974,617,932,67,70,5,14,0
20,3922,620,895,71,104,6,9,0
28,3940,634,916,77,74,3,14,0
25,3937,624,890,65,97,4,18,0
20,3806,665,901,77,99,4,12,0
24,3931,643,911,70,90,0,10,0
28,3865,683,896,78,84,6,9,0
26,3853,685,898,71,90,6,9,0
25,3924,663,904,70,76,5,14,0
26,3870,651,885,68,105,7,12,0
20,3920,627,896,77,98,1,12,0
27,3933,677,878,78,85,6,8,0
24,3881,589,939,83,82,8,12,0
19,3935,633,895,72,90,7,12,0
23,3870,649,904,71,88,8,14,0
29,3880,643,896,80,87,6,15,0
21,3854,649,900,70,104,7,8,0
27,3862,633,903,68,97,5,18,0
20,3825,635,937,82,83,4,11,0
24,3905,636,931,65,76,7,14,0
22,3797,694,909,76,81,4,15,0
14,3857,644,890,80,96,5,15,0
21,3854,649,920,61,92,6,14,0
27,3885,626,896,80,101,5,10,0
19,4037,661,849,65,103,1,9,0
20,3857,686,922,69,84,4,5,0
24,3946,643,884,66,94,8,12,0
15,3865,683,899,71,83,3,15,0
23,3894,638,911,75,84,6,13,0
27,3874,652,940,56,84,4,12,0
25,3893,610,914,61,110,4,11,0
36,3925,634,893,69,93,3,17,0
18,3929,655,888,75,93,2,10,0
31,3780,648,951,58,91,6,14,0
33,3941,627,897,73,92,7,10,0
24,3857,686,877,73,97,6,11,0
24,3968,577,929,60,90,3,19,0
25,3863,609,938,65,92,5,15,0
30,3967,662,894,68,85,4,8,0
27,4020,611,885,65,94,10,9,0
33,3798,649,907,72,106,4,13,0
28,3783,624,935,70,100,6,14,0
25,3873,625,924,73,96,1,11,0
18,3951,665,892,66,86,6,9,0
16,3913,602,901,82,103,4,9,0
33,3794,651,932,65,94,5,14,0
36,3795,628,942,71,94,7,11,0
22,3961,622,891,69,97,1,15,0
27,3985,639,868,60,102,7,13,0
23,3947,630,913,62,81,10,13,0
33,3903,621,903,62,110,7,8,0
25,3807,664,908,76,89,5,16,0
17,3946,675,876,64,86,7,14,0
24,3896,573,929,64,112,7,9,0
29,3861,645,926,73,80,4,15,0
30,4012,650,895,68,72,5,13,0
28,3824,605,931,77,101,2,14,0
26,3790,638,919,78,95,7,14,0
20,3958,649,885,74,87,4,12,0
23,3804,654,915,57,100,10,15,0
11,3834,653,949,71,75,8,8,0
28,3989,600,877,75,93,10,15,0
19,3909,627,914,53,93,7,18,0
27,3910,635,941,65,75,7,10,0
31,3888,595,930,64,101,5,13,0
33,3865,653,893,80,86,4,18,0
30,3989,605,905,60,88,5,18,0
21,3872,613,911,77,102,4,11,0
15,3937,622,914,77,74,5,17,0
25,3926,616,919,72,76,8,17,0
24,3935,651,889,60,88,2,22,0
19,3945,653,912,67,82,6,7,0
36,3774,632,920,91,91,7,13,0
21,3866,649,908,64,98,3,14,0
26,3949,659,873,59,100,5,14,0
33,3802,594,924,71,108,4,20,0
33,3961,642,898,63,93,4,10,0
16,3818,670,939,62,84,5,11,0
31,3953,637,890,68,95,6,10,0
20,3884,636,945,61,72,6,17,0
14,3841,588,952,75,94,5,11,0
23,3911,651,881,74,98,4,12,0
28,3839,634,926,83,80,7,13,0
23,3791,646,925,70,94,5,16,0
22,3792,669,906,84,90,3,14,0
27,3888,632,915,59,98,6,13,0
25,3866,609,912,72,108,3,12,0
20,3922,651,921,65,79,4,12,0
29,3875,657,902,70,96,3,11,0
27,3808,642,916,70,104,2,14,0
36,3842,701,894,65,92,1,14,0
26,3888,640,908,69,92,4,14,0
36,3837,647,881,69,97,9,23,0
23,3887,625,925,71,87,7,11,0
27,3915,633,883,81,94,7,12,0
29,3895,654,862,79,107,2,14,0
33,3885,637,909,77,84,4,16,0
31,3860,645,900,85,95,6,7,0
30,3814,625,928,77,93,4,15,0
23,3835,631,949,67,82,5,14,0
21,3818,651,934,60,92,5,14,0
28,3896,668,906,81,69,9,11,0
31,3816,641,918,75,91,4,17,0
27,3834,656,885,69,109,5,14,0
32,3946,633,884,69,95,5,15,0
13,3811,612,957,78,89,4,9,0
31,3914,601,927,66,87,7,16,0
20,3969,658,886,81,83,2,8,0
28,3921,591,886,72,103,3,24,0
24,3810,625,930,74,89,9,15,0
19,3910,659,901,74,83,4,12,0
36,3884,656,874,84,95,5,13,0
29,3812,668,875,67,110,9,15,0
17,4013,636,903,74,71,7,9,0
27,3844,641,907,65,100,4,17,0
26,3838,598,916,80,104,5,14,0
17,3973,621,882,66,101,6,12,0
27,4014,636,893,72,83,2,10,0
19,3972,651,874,58,107,4,9,0
25,3812,654,935,70,87,9,8,0
20,3928,645,890,75,88,4,14,0
29,3965,647,883,76,94,2,8,0
28,3915,638,925,66,88,4,8,0
21,3897,640,917,68,86,6,12,0
26,3841,696,877,64,99,5,15,0
27,3969,631,930,59,78,2,13,0
22,3928,619,902,78,87,9,11,0
28,3918,627,920,61,92,5,12,0
